VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
1392,CONSTELLATION BRANDS INC   ,2016-06-13,10448,2016-05-30,2016-07-27,49320,342020.62,1539.09,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-06-16,10498,2016-06-02,2016-07-31,4129,35072.08,185.88,None
3252,E & J GALLO WINERY         ,2016-06-16,10500,2016-06-02,2016-07-30,39214,257634.72,1262.41,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-06-14,10435,2016-05-29,2016-07-18,2836,23509.71,110.5,None
3924,HEAVEN HILL DISTILLERIES   ,2016-06-21,10450,2016-05-30,2016-07-28,11902,72495.26,333.48,None
12546,JIM BEAM BRANDS COMPANY    ,2016-06-20,10451,2016-05-30,2016-07-14,47535,478746.09,2489.48,Frank Delahunt
8352,LUXCO INC                  ,2016-06-14,10501,2016-06-02,2016-07-19,4324,35504.04,163.32,None
9552,M S WALKER INC             ,2016-06-20,10488,2016-06-01,2016-07-20,24261,189969.58,892.86,None
4425,MARTIGNETTI COMPANIES,2016-06-17,10438,2016-05-29,2016-07-31,59863,624768.7,3061.37,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-06-17,10454,2016-05-30,2016-07-22,5810,130175.27,650.88,None
10754,PERFECTA WINES             ,2016-06-14,10524,2016-06-03,2016-07-29,11607,131237.72,643.06,None
7153,PINE STATE TRADING CO      ,2016-06-18,10505,2016-06-02,2016-07-31,9638,71073.32,348.26,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-06-19,10458,2016-05-30,2016-07-28,9603,97468.39,458.1,None
9819,TREASURY WINE ESTATES      ,2016-06-20,10474,2016-05-31,2016-07-25,11202,67109.67,362.39,None
8892,TRINCHERO FAMILY ESTATES   ,2016-06-14,10493,2016-06-01,2016-07-14,6748,43251.79,198.96,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-06-20,10444,2016-05-29,2016-07-18,33671,377451.45,2038.24,Frank Delahunt
90024,VINILANDIA USA             ,2016-06-20,10494,2016-06-01,2016-07-25,1437,13833.27,69.17,None
9815,WINE GROUP INC             ,2016-06-19,10532,2016-06-03,2016-07-16,18528,111335.15,512.14,None
516,BANFI PRODUCTS CORP        ,2016-06-26,10614,2016-06-10,2016-07-27,2527,17344.0,79.78,None
1128,BROWN-FORMAN CORP          ,2016-06-26,10534,2016-06-05,2016-07-24,20783,306451.12,1501.61,Frank Delahunt
1392,CONSTELLATION BRANDS INC   ,2016-06-22,10552,2016-06-06,2016-07-27,44485,316914.75,1426.12,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-06-22,10565,2016-06-07,2016-07-30,3144,24201.29,121.01,None
3252,E & J GALLO WINERY         ,2016-06-24,10617,2016-06-10,2016-08-01,32053,213856.59,1133.44,None
9744,FREDERICK WILDMAN & SONS   ,2016-06-22,10538,2016-06-05,2016-08-06,1302,14568.21,80.13,None
3924,HEAVEN HILL DISTILLERIES   ,2016-06-26,10586,2016-06-08,2016-08-03,8940,61578.62,277.1,None
12546,JIM BEAM BRANDS COMPANY    ,2016-06-26,10603,2016-06-09,2016-08-03,45402,419439.65,2306.92,Frank Delahunt
8352,LUXCO INC                  ,2016-06-24,10539,2016-06-05,2016-07-24,4107,35383.05,183.99,None
9552,M S WALKER INC             ,2016-06-27,10572,2016-06-07,2016-07-26,23911,205208.05,1087.6,None
4425,MARTIGNETTI COMPANIES,2016-06-26,10573,2016-06-07,2016-07-28,50935,522338.7,2663.93,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-06-27,10590,2016-06-08,2016-08-02,5965,130666.33,666.4,None
10754,PERFECTA WINES             ,2016-06-24,10591,2016-06-08,2016-08-04,6474,62828.09,307.86,None
17035,PERNOD RICARD USA          ,2016-06-24,10606,2016-06-09,2016-07-31,31195,441508.33,2119.24,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-06-21,10592,2016-06-08,2016-07-31,6506,47609.6,233.29,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-06-23,10545,2016-06-05,2016-08-05,8979,76536.38,344.41,None
9819,TREASURY WINE ESTATES      ,2016-06-21,10611,2016-06-09,2016-07-29,10486,60973.59,286.58,None
8892,TRINCHERO FAMILY ESTATES   ,2016-06-25,10598,2016-06-08,2016-07-25,6009,37060.83,185.3,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-06-20,10562,2016-06-06,2016-08-02,15867,201369.32,906.16,None
90024,VINILANDIA USA             ,2016-06-27,10599,2016-06-08,2016-08-06,874,8231.95,40.34,None
9815,WINE GROUP INC             ,2016-06-22,10577,2016-06-07,2016-07-23,16576,99078.33,535.02,None
516,BANFI PRODUCTS CORP        ,2016-07-01,10646,2016-06-13,2016-07-30,2849,20651.94,113.59,None
90046,CANDIA VINEYARDS           ,2016-06-30,10667,2016-06-14,2016-07-29,60,917.52,4.86,None
1392,CONSTELLATION BRANDS INC   ,2016-06-28,10681,2016-06-15,2016-08-08,47360,323156.01,1648.1,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-06-27,10668,2016-06-14,2016-07-28,2599,18705.3,101.01,None
3252,E & J GALLO WINERY         ,2016-07-03,10633,2016-06-12,2016-08-08,31303,210502.49,1115.66,None
9744,FREDERICK WILDMAN & SONS   ,2016-07-01,10703,2016-06-16,2016-07-30,1145,10469.53,48.16,None
3924,HEAVEN HILL DISTILLERIES   ,2016-06-29,10683,2016-06-15,2016-08-06,8608,63520.25,292.19,None
12546,JIM BEAM BRANDS COMPANY    ,2016-07-04,10654,2016-06-13,2016-08-04,48870,461195.66,2490.46,Frank Delahunt
8352,LUXCO INC                  ,2016-06-28,10685,2016-06-15,2016-08-02,4899,42615.12,200.29,None
9552,M S WALKER INC             ,2016-06-30,10686,2016-06-15,2016-08-13,23974,190713.94,1048.93,None
4425,MARTIGNETTI COMPANIES,2016-07-01,10720,2016-06-17,2016-07-30,57590,628047.63,3014.63,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-06-30,10687,2016-06-15,2016-08-12,6763,133064.68,652.02,None
10754,PERFECTA WINES             ,2016-06-29,10708,2016-06-16,2016-08-07,6832,81312.2,447.22,None
7153,PINE STATE TRADING CO      ,2016-07-02,10724,2016-06-17,2016-07-29,7378,56701.71,300.52,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-07-05,10675,2016-06-14,2016-08-12,8927,79776.63,398.88,None
9819,TREASURY WINE ESTATES      ,2016-06-29,10678,2016-06-14,2016-08-14,11650,71033.85,340.96,None
8892,TRINCHERO FAMILY ESTATES   ,2016-07-03,10712,2016-06-16,2016-08-06,6054,40446.61,218.41,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-06-28,10641,2016-06-12,2016-08-03,22813,243162.66,1191.5,None
90024,VINILANDIA USA             ,2016-06-28,10679,2016-06-14,2016-08-03,1171,10952.4,55.86,None
9815,WINE GROUP INC             ,2016-07-01,10694,2016-06-15,2016-08-10,16916,101026.7,505.13,None
516,BANFI PRODUCTS CORP        ,2016-07-09,10733,2016-06-19,2016-08-10,2742,22151.33,115.19,None
1128,BROWN-FORMAN CORP          ,2016-07-12,10753,2016-06-20,2016-08-08,15812,209653.2,964.4,None
1392,CONSTELLATION BRANDS INC   ,2016-07-08,10736,2016-06-19,2016-08-20,42828,305980.41,1407.51,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-07-08,10816,2016-06-24,2016-08-20,2521,18773.3,99.5,None
3252,E & J GALLO WINERY         ,2016-07-07,10781,2016-06-22,2016-08-08,28492,192578.02,962.89,None
9744,FREDERICK WILDMAN & SONS   ,2016-07-06,10738,2016-06-19,2016-08-07,1709,16281.22,89.55,None
3924,HEAVEN HILL DISTILLERIES   ,2016-07-11,10800,2016-06-23,2016-08-14,6112,46459.24,223.0,None
12546,JIM BEAM BRANDS COMPANY    ,2016-07-10,10820,2016-06-24,2016-08-07,39291,374045.35,1795.42,Frank Delahunt
8352,LUXCO INC                  ,2016-07-10,10786,2016-06-22,2016-08-19,3904,32457.45,162.29,None
9552,M S WALKER INC             ,2016-07-04,10769,2016-06-21,2016-08-14,24220,181569.2,817.06,None
4425,MARTIGNETTI COMPANIES,2016-07-07,10757,2016-06-20,2016-08-21,53691,528132.6,2640.66,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-07-04,10771,2016-06-21,2016-08-20,8609,168398.34,909.35,None
10754,PERFECTA WINES             ,2016-07-10,10823,2016-06-24,2016-08-05,9357,78272.13,414.84,None
17035,PERNOD RICARD USA          ,2016-07-07,10772,2016-06-21,2016-08-20,25931,374181.16,1945.74,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-07-04,10788,2016-06-22,2016-08-16,7480,51185.39,271.28,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-07-04,10808,2016-06-23,2016-08-20,8220,67797.32,352.55,None
9819,TREASURY WINE ESTATES      ,2016-07-10,10828,2016-06-24,2016-08-14,9460,56479.66,271.1,None
8892,TRINCHERO FAMILY ESTATES   ,2016-07-04,10750,2016-06-19,2016-08-12,6461,49458.19,267.07,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-07-11,10751,2016-06-19,2016-08-18,21059,249611.36,1123.25,None
90024,VINILANDIA USA             ,2016-07-06,10795,2016-06-22,2016-08-19,800,7018.8,34.39,None
9815,WINE GROUP INC             ,2016-07-05,10763,2016-06-20,2016-08-14,15498,88551.68,407.34,None
516,BANFI PRODUCTS CORP        ,2016-07-11,10838,2016-06-25,2016-08-10,505,3171.31,17.44,None
1392,CONSTELLATION BRANDS INC   ,2016-07-05,10847,2016-06-25,2016-08-16,12037,83617.29,409.72,None
3252,E & J GALLO WINERY         ,2016-07-08,10856,2016-06-25,2016-08-18,7159,50584.0,252.92,None
9744,FREDERICK WILDMAN & SONS   ,2016-07-12,10860,2016-06-25,2016-08-16,177,1748.58,8.04,None
3924,HEAVEN HILL DISTILLERIES   ,2016-07-08,10861,2016-06-25,2016-08-19,1738,14322.53,74.48,None
8352,LUXCO INC                  ,2016-07-05,10870,2016-06-25,2016-08-13,1038,8092.34,36.42,None
9552,M S WALKER INC             ,2016-07-04,10871,2016-06-25,2016-08-12,7499,59918.13,323.56,None
4425,MARTIGNETTI COMPANIES,2016-07-07,10875,2016-06-25,2016-08-17,16571,165980.89,896.3,None
8112,MOET HENNESSY USA INC      ,2016-07-09,10878,2016-06-25,2016-08-11,3343,63070.78,283.82,None
10754,PERFECTA WINES             ,2016-07-09,10884,2016-06-25,2016-08-10,3026,20794.41,99.81,None
7153,PINE STATE TRADING CO      ,2016-07-08,10887,2016-06-25,2016-08-06,2313,15832.77,76.0,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-07-08,10901,2016-06-25,2016-08-11,2765,21841.8,98.29,None
9819,TREASURY WINE ESTATES      ,2016-07-11,10909,2016-06-25,2016-08-08,2794,15312.01,76.56,None
8892,TRINCHERO FAMILY ESTATES   ,2016-07-09,10910,2016-06-25,2016-08-18,1508,9261.8,48.16,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-07-10,10911,2016-06-25,2016-08-20,7437,80783.22,411.99,None
90024,VINILANDIA USA             ,2016-07-08,10914,2016-06-25,2016-08-19,310,2607.58,13.3,None
9815,WINE GROUP INC             ,2016-07-04,10918,2016-06-25,2016-08-04,4592,26421.03,137.39,None
516,BANFI PRODUCTS CORP        ,2016-07-13,11000,2016-07-01,2016-08-23,3792,26817.92,147.5,None
1128,BROWN-FORMAN CORP          ,2016-07-11,10971,2016-06-29,2016-08-11,24220,360832.0,1768.08,Frank Delahunt
1392,CONSTELLATION BRANDS INC   ,2016-07-17,10986,2016-06-30,2016-08-27,64024,454689.36,2455.32,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-07-13,11003,2016-07-01,2016-08-11,3308,23930.32,131.62,None
3252,E & J GALLO WINERY         ,2016-07-13,10953,2016-06-28,2016-08-14,41235,286221.28,1373.86,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-07-15,10924,2016-06-26,2016-08-20,1029,11784.85,54.21,None
3924,HEAVEN HILL DISTILLERIES   ,2016-07-19,10937,2016-06-27,2016-08-22,9659,83282.45,399.76,None
12546,JIM BEAM BRANDS COMPANY    ,2016-07-13,10938,2016-06-27,2016-08-16,62299,598228.67,3170.61,Frank Delahunt
8352,LUXCO INC                  ,2016-07-19,10939,2016-06-27,2016-08-13,5981,48170.54,226.4,None
9552,M S WALKER INC             ,2016-07-13,10972,2016-06-29,2016-08-21,30355,242891.28,1238.75,None
4425,MARTIGNETTI COMPANIES,2016-07-13,10943,2016-06-27,2016-08-28,73861,804864.5,4024.32,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-07-14,10957,2016-06-28,2016-08-14,11702,232358.51,1115.32,None
10754,PERFECTA WINES             ,2016-07-11,10991,2016-06-30,2016-08-26,9574,90643.32,407.89,None
7153,PINE STATE TRADING CO      ,2016-07-12,10959,2016-06-28,2016-08-16,11113,80153.2,360.69,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-07-12,10962,2016-06-28,2016-08-21,11054,97273.18,525.28,None
9819,TREASURY WINE ESTATES      ,2016-07-13,10932,2016-06-26,2016-08-17,15972,92580.15,509.19,None
8892,TRINCHERO FAMILY ESTATES   ,2016-07-18,10933,2016-06-26,2016-08-22,7480,48448.25,232.55,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-07-14,10947,2016-06-27,2016-08-26,24822,315420.35,1640.19,Frank Delahunt
9815,WINE GROUP INC             ,2016-07-19,10950,2016-06-27,2016-08-18,22903,129304.48,607.73,None
516,BANFI PRODUCTS CORP        ,2016-07-20,11068,2016-07-05,2016-08-19,3989,26786.41,141.97,None
90046,CANDIA VINEYARDS           ,2016-07-20,11110,2016-07-08,2016-08-22,36,474.0,2.37,None
1392,CONSTELLATION BRANDS INC   ,2016-07-18,11071,2016-07-05,2016-09-03,44771,321493.98,1543.17,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-07-18,11072,2016-07-05,2016-08-23,2114,14605.6,78.87,None
3252,E & J GALLO WINERY         ,2016-07-18,11074,2016-07-05,2016-09-03,29595,207994.92,998.38,None
9744,FREDERICK WILDMAN & SONS   ,2016-07-19,11030,2016-07-03,2016-09-01,954,10194.4,49.95,None
3924,HEAVEN HILL DISTILLERIES   ,2016-07-22,11086,2016-07-06,2016-09-03,7283,64135.72,352.75,None
12546,JIM BEAM BRANDS COMPANY    ,2016-07-19,11099,2016-07-07,2016-08-31,62128,535530.63,2731.21,Frank Delahunt
8352,LUXCO INC                  ,2016-07-22,11051,2016-07-04,2016-08-18,10544,57427.18,304.36,None
9552,M S WALKER INC             ,2016-07-22,11114,2016-07-08,2016-08-29,26334,210638.01,1116.38,None
4425,MARTIGNETTI COMPANIES,2016-07-25,11053,2016-07-04,2016-08-22,49694,510295.52,2806.63,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-07-21,11101,2016-07-07,2016-08-29,9265,215145.84,1054.21,None
10754,PERFECTA WINES             ,2016-07-22,11035,2016-07-03,2016-08-18,8602,76370.42,366.58,None
17035,PERNOD RICARD USA          ,2016-07-22,11103,2016-07-07,2016-08-27,36696,537701.76,2742.28,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-07-21,11058,2016-07-04,2016-08-20,7928,56224.45,275.5,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-07-20,11060,2016-07-04,2016-08-29,7350,62816.14,301.52,None
9819,TREASURY WINE ESTATES      ,2016-07-22,11118,2016-07-08,2016-08-22,9082,51622.89,283.93,None
8892,TRINCHERO FAMILY ESTATES   ,2016-07-24,11119,2016-07-08,2016-09-04,5849,38085.47,198.04,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-07-25,11044,2016-07-03,2016-08-22,19967,243271.98,1167.71,None
90024,VINILANDIA USA             ,2016-07-20,11121,2016-07-08,2016-08-25,1431,12727.34,70.0,None
9815,WINE GROUP INC             ,2016-07-25,11065,2016-07-04,2016-09-02,16237,93843.14,441.06,None
516,BANFI PRODUCTS CORP        ,2016-08-01,11154,2016-07-12,2016-09-10,3275,23549.71,110.68,None
90046,CANDIA VINEYARDS           ,2016-08-01,11124,2016-07-10,2016-08-26,60,803.28,3.94,None
1392,CONSTELLATION BRANDS INC   ,2016-07-25,11156,2016-07-12,2016-09-04,42268,298100.24,1490.5,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-07-31,11159,2016-07-12,2016-08-30,2382,17576.07,80.85,None
3252,E & J GALLO WINERY         ,2016-07-31,11128,2016-07-10,2016-08-29,32713,245491.6,1227.46,None
9744,FREDERICK WILDMAN & SONS   ,2016-07-26,11142,2016-07-11,2016-08-28,832,9209.65,50.65,None
3924,HEAVEN HILL DISTILLERIES   ,2016-08-01,11195,2016-07-14,2016-08-26,8288,58685.05,269.95,None
12546,JIM BEAM BRANDS COMPANY    ,2016-07-25,11211,2016-07-15,2016-08-26,65963,577661.34,2657.24,Frank Delahunt
8352,LUXCO INC                  ,2016-07-27,11130,2016-07-10,2016-08-26,5124,54370.86,282.73,None
9552,M S WALKER INC             ,2016-07-29,11145,2016-07-11,2016-09-09,28481,252879.8,1188.54,Frank Delahunt
4425,MARTIGNETTI COMPANIES,2016-07-29,11166,2016-07-12,2016-09-10,57397,668569.28,3677.13,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-08-01,11197,2016-07-14,2016-09-07,11477,287964.7,1497.42,Frank Delahunt
10754,PERFECTA WINES             ,2016-07-29,11214,2016-07-15,2016-09-07,10015,114631.82,538.77,None
17035,PERNOD RICARD USA          ,2016-07-30,11200,2016-07-14,2016-08-26,45664,713452.81,3781.3,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-07-25,11147,2016-07-11,2016-08-31,8064,58949.66,318.33,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-07-26,11181,2016-07-13,2016-08-26,7310,63895.57,293.92,None
9819,TREASURY WINE ESTATES      ,2016-07-27,11183,2016-07-13,2016-08-27,10784,58177.57,261.8,None
8892,TRINCHERO FAMILY ESTATES   ,2016-07-31,11184,2016-07-13,2016-09-04,5741,37798.2,170.09,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-07-30,11185,2016-07-13,2016-08-30,19189,242463.37,1285.06,None
9815,WINE GROUP INC             ,2016-07-27,11138,2016-07-10,2016-09-04,16399,96522.11,530.87,None
516,BANFI PRODUCTS CORP        ,2016-08-04,11278,2016-07-20,2016-09-13,4115,28192.9,155.06,None
90046,CANDIA VINEYARDS           ,2016-08-02,11312,2016-07-22,2016-09-17,36,367.2,2.02,None
1392,CONSTELLATION BRANDS INC   ,2016-08-08,11246,2016-07-18,2016-09-09,58073,383324.02,2031.62,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-08-08,11281,2016-07-20,2016-09-08,2138,14722.69,76.56,None
3252,E & J GALLO WINERY         ,2016-08-09,11248,2016-07-18,2016-09-01,42690,287860.22,1295.37,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-08-04,11285,2016-07-20,2016-09-16,865,10721.36,54.68,None
3924,HEAVEN HILL DISTILLERIES   ,2016-08-02,11226,2016-07-17,2016-09-03,8641,69945.07,321.75,None
8352,LUXCO INC                  ,2016-08-02,11230,2016-07-17,2016-09-05,5185,53897.91,258.71,None
9552,M S WALKER INC             ,2016-08-03,11287,2016-07-20,2016-09-16,33583,269547.07,1266.87,Frank Delahunt
4425,MARTIGNETTI COMPANIES,2016-08-02,11303,2016-07-21,2016-09-18,81428,799059.71,3755.58,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-08-07,11289,2016-07-20,2016-09-15,13895,359665.99,1870.26,Frank Delahunt
10754,PERFECTA WINES             ,2016-08-04,11235,2016-07-17,2016-09-09,15829,140492.64,646.27,None
17035,PERNOD RICARD USA          ,2016-08-08,11250,2016-07-18,2016-09-08,37347,568253.17,3125.39,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-08-06,11251,2016-07-18,2016-09-16,11235,72147.47,360.74,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-08-08,11307,2016-07-21,2016-09-12,12978,101077.94,555.93,None
9819,TREASURY WINE ESTATES      ,2016-08-02,11295,2016-07-20,2016-09-08,22446,93562.17,449.1,None
8892,TRINCHERO FAMILY ESTATES   ,2016-08-09,11309,2016-07-21,2016-09-17,7529,53088.71,244.21,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-08-01,11256,2016-07-18,2016-09-11,27921,337361.83,1855.49,Frank Delahunt
90024,VINILANDIA USA             ,2016-08-04,11323,2016-07-22,2016-09-05,1121,10623.36,49.93,None
9815,WINE GROUP INC             ,2016-08-08,11243,2016-07-17,2016-09-06,21622,120703.03,615.59,None
516,BANFI PRODUCTS CORP        ,2016-08-16,11342,2016-07-25,2016-09-10,4861,33091.2,175.38,None
1392,CONSTELLATION BRANDS INC   ,2016-08-09,11327,2016-07-24,2016-09-17,44101,292162.56,1431.6,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-08-08,11328,2016-07-24,2016-09-14,1192,8603.27,44.74,None
3252,E & J GALLO WINERY         ,2016-08-08,11413,2016-07-29,2016-09-21,34659,228928.01,1098.85,None
9744,FREDERICK WILDMAN & SONS   ,2016-08-12,11348,2016-07-25,2016-09-08,1018,10709.17,49.26,None
3924,HEAVEN HILL DISTILLERIES   ,2016-08-16,11349,2016-07-25,2016-09-11,9324,75847.74,417.16,None
8352,LUXCO INC                  ,2016-08-15,11388,2016-07-27,2016-09-22,4737,44099.29,198.45,None
9552,M S WALKER INC             ,2016-08-13,11367,2016-07-26,2016-09-19,27206,222493.13,1223.71,None
4425,MARTIGNETTI COMPANIES,2016-08-16,11368,2016-07-26,2016-09-10,55785,596274.78,2921.75,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-08-12,11334,2016-07-24,2016-09-16,9614,185054.01,943.78,None
10754,PERFECTA WINES             ,2016-08-14,11371,2016-07-26,2016-09-10,11881,105877.05,582.32,None
17035,PERNOD RICARD USA          ,2016-08-12,11372,2016-07-26,2016-09-12,33291,448082.39,2464.45,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-08-13,11401,2016-07-28,2016-09-09,8773,59095.99,265.93,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-08-11,11373,2016-07-26,2016-09-15,10422,82212.71,369.96,None
9819,TREASURY WINE ESTATES      ,2016-08-13,11376,2016-07-26,2016-09-21,11135,57167.03,280.12,None
8892,TRINCHERO FAMILY ESTATES   ,2016-08-11,11377,2016-07-26,2016-09-10,7028,44679.3,227.86,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-08-16,11378,2016-07-26,2016-09-25,19885,241458.92,1134.86,None
90024,VINILANDIA USA             ,2016-08-14,11361,2016-07-25,2016-09-18,1660,14084.68,69.01,None
9815,WINE GROUP INC             ,2016-08-15,11339,2016-07-24,2016-09-25,17104,99995.96,529.98,None
516,BANFI PRODUCTS CORP        ,2016-08-15,11457,2016-08-02,2016-09-27,4459,29808.83,152.03,None
1392,CONSTELLATION BRANDS INC   ,2016-08-22,11459,2016-08-02,2016-09-15,38262,251777.71,1258.89,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-08-18,11492,2016-08-04,2016-09-24,4710,33530.84,160.95,None
3252,E & J GALLO WINERY         ,2016-08-21,11431,2016-07-31,2016-10-01,34596,231400.99,1087.58,None
9744,FREDERICK WILDMAN & SONS   ,2016-08-16,11447,2016-08-01,2016-09-27,1621,19931.19,105.64,None
3924,HEAVEN HILL DISTILLERIES   ,2016-08-15,11432,2016-07-31,2016-09-21,6752,46392.45,231.96,None
8352,LUXCO INC                  ,2016-08-15,11465,2016-08-02,2016-09-18,4372,38406.97,211.24,None
9552,M S WALKER INC             ,2016-08-17,11497,2016-08-04,2016-09-18,25431,216943.54,997.94,None
4425,MARTIGNETTI COMPANIES,2016-08-16,11435,2016-07-31,2016-10-02,53287,573657.32,2983.02,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-08-17,11449,2016-08-01,2016-09-24,6246,155316.19,823.18,None
10754,PERFECTA WINES             ,2016-08-18,11451,2016-08-01,2016-09-19,13848,138828.0,763.55,None
7153,PINE STATE TRADING CO      ,2016-08-17,11437,2016-07-31,2016-09-22,8712,63559.14,330.51,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-08-16,11517,2016-08-05,2016-09-15,7838,68750.89,336.88,None
9819,TREASURY WINE ESTATES      ,2016-08-17,11455,2016-08-01,2016-09-28,9554,48878.03,259.05,None
8892,TRINCHERO FAMILY ESTATES   ,2016-08-19,11520,2016-08-05,2016-10-02,6189,38796.84,197.86,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-08-22,11442,2016-07-31,2016-10-02,18437,236320.93,1205.24,None
90024,VINILANDIA USA             ,2016-08-18,11505,2016-08-04,2016-10-02,1266,12027.19,64.95,None
9815,WINE GROUP INC             ,2016-08-16,11474,2016-08-02,2016-09-21,16590,99048.18,495.24,None
516,BANFI PRODUCTS CORP        ,2016-08-27,11542,2016-08-08,2016-09-26,5834,41910.17,226.31,None
90046,CANDIA VINEYARDS           ,2016-08-25,11587,2016-08-10,2016-10-09,165,2269.45,12.03,None
1392,CONSTELLATION BRANDS INC   ,2016-08-26,11526,2016-08-07,2016-09-24,51256,345173.73,1622.32,Frank Delahunt
1590,DIAGEO CHATEAU ESTATE WINES,2016-08-29,11546,2016-08-08,2016-09-28,3676,36450.2,196.83,None
3252,E & J GALLO WINERY         ,2016-08-26,11528,2016-08-07,2016-10-09,43319,295020.92,1386.6,Frank Delahunt
9744,FREDERICK WILDMAN & SONS   ,2016-08-28,11591,2016-08-10,2016-09-22,2422,27607.07,143.56,None
3924,HEAVEN HILL DISTILLERIES   ,2016-08-22,11611,2016-08-11,2016-09-22,8911,68362.19,348.65,None
12546,JIM BEAM BRANDS COMPANY    ,2016-08-24,11549,2016-08-08,2016-09-22,90056,623497.05,3242.18,Frank Delahunt
8352,LUXCO INC                  ,2016-08-24,11573,2016-08-09,2016-10-01,7122,58519.48,292.6,None
9552,M S WALKER INC             ,2016-08-29,11550,2016-08-08,2016-09-30,43902,374887.98,1836.95,Frank Delahunt
4425,MARTIGNETTI COMPANIES,2016-08-22,11614,2016-08-11,2016-09-22,79128,901839.64,4869.93,Frank Delahunt
8112,MOET HENNESSY USA INC      ,2016-08-24,11551,2016-08-08,2016-10-07,11491,261353.27,1228.36,Frank Delahunt
10754,PERFECTA WINES             ,2016-08-24,11597,2016-08-10,2016-09-27,19427,289181.69,1301.32,Frank Delahunt
17035,PERNOD RICARD USA          ,2016-08-29,11552,2016-08-08,2016-09-28,44125,608923.57,2922.83,Frank Delahunt
7153,PINE STATE TRADING CO      ,2016-08-28,11598,2016-08-10,2016-10-03,17170,160131.1,768.63,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-08-22,11580,2016-08-09,2016-09-22,11261,127826.59,575.22,None
9819,TREASURY WINE ESTATES      ,2016-08-23,11619,2016-08-11,2016-09-29,11524,75848.2,379.24,None
8892,TRINCHERO FAMILY ESTATES   ,2016-08-23,11604,2016-08-10,2016-09-23,9167,61877.83,334.14,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-08-27,11560,2016-08-08,2016-10-03,34027,441424.19,2427.83,Frank Delahunt
90024,VINILANDIA USA             ,2016-08-26,11583,2016-08-09,2016-10-06,4519,45380.81,245.06,None
9815,WINE GROUP INC             ,2016-08-26,11605,2016-08-10,2016-10-02,19830,117300.12,586.5,None
